,SA22023_V1_00_usual_residence_address,SA2_2023_V1_00_Origin_NAME,SA22023_V1_00_NAME_ASCII_usual_residence_address,SA22023_V1_00_educational_institution_address,SA2_2023_V1_00_Destination_NAME,SA22023_V1_00_NAME_ASCII_educational_institution_address,2018_Study_at_home,2018_Drive_a_car_truck_or_van,2018_Passenger_in_a_car_truck_or_van,2018_Bicycle,2018_Walk_or_jog,2018_School_bus,2018_Public_bus,2018_Train,2018_Ferry,2018_Other,study_2018_Total_stated,2023_Study_at_home,2023_Drive_a_car_truck_or_van,2023_Passenger_in_a_car_truck_or_van,2023_Bicycle,2023_Walk_or_jog,2023_School_bus,2023_Public_bus,2023_Train,2023_Ferry,2023_Other,study_2023_Total_stated
15525,197900,Ngongotahā Valley,Ngongotaha Valley,200300,Victoria,Victoria,0,0,12,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,12
15526,197900,Ngongotahā Valley,Ngongotaha Valley,200600,Springfield South,Springfield South,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
15527,197900,Ngongotahā Valley,Ngongotaha Valley,201300,Tihiotonga-Whakarewarewa,Tihiotonga-Whakarewarewa,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6
15528,197900,Ngongotahā Valley,Ngongotaha Valley,326800,Richmond South (Christchurch City),Richmond South (Christchurch City),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
15529,198000,Hamurana,Hamurana,197700,Tui Ridge,Tui Ridge,0,0,9,0,0,45,0,0,0,0,57,0,0,12,0,0,42,0,0,0,0,54
15530,198000,Hamurana,Hamurana,198000,Hamurana,Hamurana,9,0,0,0,0,0,0,0,0,0,9,24,0,0,0,0,0,0,0,0,0,27
15531,198000,Hamurana,Hamurana,198200,Ngongotahā West,Ngongotaha West,0,0,6,0,0,0,0,0,0,0,12,0,0,18,0,0,0,0,0,0,0,24
15532,198000,Hamurana,Hamurana,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),0,0,0,0,0,30,0,0,0,0,33,0,0,6,0,0,30,0,0,0,0,39
15533,198000,Hamurana,Hamurana,199800,Kuirau,Kuirau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15
15534,198000,Hamurana,Hamurana,199900,Utuhina,Utuhina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
15535,198000,Hamurana,Hamurana,200000,Pomare,Pomare,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
15536,198000,Hamurana,Hamurana,200500,Glenholme North,Glenholme North,0,0,6,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
15537,198000,Hamurana,Hamurana,201300,Tihiotonga-Whakarewarewa,Tihiotonga-Whakarewarewa,0,6,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,6
15538,198100,Ngongotahā East,Ngongotaha East,134800,Auckland-University,Auckland-University,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
15539,198100,Ngongotahā East,Ngongotaha East,197700,Tui Ridge,Tui Ridge,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
15540,198100,Ngongotahā East,Ngongotaha East,198100,Ngongotahā East,Ngongotaha East,36,0,6,0,0,0,0,0,0,0,42,30,0,6,0,0,0,0,0,0,0,36
15541,198100,Ngongotahā East,Ngongotaha East,198200,Ngongotahā West,Ngongotaha West,0,0,42,0,6,0,0,0,0,0,57,0,0,36,0,12,0,0,0,0,0,51
15542,198100,Ngongotahā East,Ngongotaha East,198500,Selwyn Heights,Selwyn Heights,0,0,6,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,9
15543,198100,Ngongotahā East,Ngongotaha East,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),0,0,18,0,0,42,0,0,0,0,63,0,6,12,0,0,27,0,0,0,0,51
15544,198100,Ngongotahā East,Ngongotaha East,199300,Mangakakahi Central,Mangakakahi Central,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9
15545,198100,Ngongotahā East,Ngongotaha East,199400,Koutu,Koutu,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,18
15546,198100,Ngongotahā East,Ngongotaha East,199800,Kuirau,Kuirau,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12
15547,198100,Ngongotahā East,Ngongotaha East,199900,Utuhina,Utuhina,0,0,6,0,0,9,0,0,0,0,18,0,0,6,0,0,0,0,0,0,0,9
15548,198100,Ngongotahā East,Ngongotaha East,200000,Pomare,Pomare,0,9,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,9
15549,198100,Ngongotahā East,Ngongotaha East,200100,Rotorua Central,Rotorua Central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
15550,198100,Ngongotahā East,Ngongotaha East,200200,Hillcrest (Rotorua District),Hillcrest (Rotorua District),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
15551,198100,Ngongotahā East,Ngongotaha East,200300,Victoria,Victoria,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
15552,198100,Ngongotahā East,Ngongotaha East,200401,Waiohewa,Waiohewa,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,9
15553,198100,Ngongotahā East,Ngongotaha East,200500,Glenholme North,Glenholme North,0,0,12,0,0,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,0,6
15554,198100,Ngongotahā East,Ngongotaha East,200600,Springfield South,Springfield South,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
15555,198100,Ngongotahā East,Ngongotaha East,201300,Tihiotonga-Whakarewarewa,Tihiotonga-Whakarewarewa,0,9,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,9
15556,198200,Ngongotahā West,Ngongotaha West,197700,Tui Ridge,Tui Ridge,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,6,0,0,0,0,18
15557,198200,Ngongotahā West,Ngongotaha West,198100,Ngongotahā East,Ngongotaha East,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
15558,198200,Ngongotahā West,Ngongotaha West,198200,Ngongotahā West,Ngongotaha West,36,0,48,0,24,0,0,0,0,0,114,30,0,42,0,18,0,0,0,0,0,90
15559,198200,Ngongotahā West,Ngongotaha West,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),0,0,15,0,0,36,0,0,0,0,57,0,0,9,0,0,33,0,0,0,0,48
15560,198200,Ngongotahā West,Ngongotaha West,199800,Kuirau,Kuirau,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,6,0,0,0,21
15561,198200,Ngongotahā West,Ngongotaha West,199900,Utuhina,Utuhina,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,9,0,0,0,0,18
15562,198200,Ngongotahā West,Ngongotaha West,200000,Pomare,Pomare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
15563,198200,Ngongotahā West,Ngongotaha West,200100,Rotorua Central,Rotorua Central,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9
15564,198200,Ngongotahā West,Ngongotaha West,200200,Hillcrest (Rotorua District),Hillcrest (Rotorua District),0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9
15565,198200,Ngongotahā West,Ngongotaha West,200500,Glenholme North,Glenholme North,0,0,15,0,0,0,0,0,0,0,15,0,0,9,0,0,0,0,0,0,0,9
15566,198200,Ngongotahā West,Ngongotaha West,201300,Tihiotonga-Whakarewarewa,Tihiotonga-Whakarewarewa,0,0,9,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,15
15567,198400,Ngongotahā South,Ngongotaha South,198100,Ngongotahā East,Ngongotaha East,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9
15568,198400,Ngongotahā South,Ngongotaha South,198200,Ngongotahā West,Ngongotaha West,0,0,18,0,0,0,0,0,0,0,27,0,0,42,0,0,0,0,0,0,0,48
15569,198400,Ngongotahā South,Ngongotaha South,198400,Ngongotahā South,Ngongotaha South,18,0,0,0,0,0,0,0,0,0,18,30,0,0,0,0,0,0,0,0,0,33
15570,198400,Ngongotahā South,Ngongotaha South,198600,Pleasant Heights,Pleasant Heights,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
15571,198400,Ngongotahā South,Ngongotaha South,198800,Kawaha,Kawaha,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
15572,198400,Ngongotahā South,Ngongotaha South,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),0,0,12,0,0,21,0,0,0,0,39,0,0,6,0,0,24,0,0,0,0,33
15573,198400,Ngongotahā South,Ngongotaha South,199800,Kuirau,Kuirau,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,9
15574,198400,Ngongotahā South,Ngongotaha South,199900,Utuhina,Utuhina,0,0,6,0,0,9,0,0,0,0,15,0,0,6,0,0,0,0,0,0,0,12
15575,198400,Ngongotahā South,Ngongotaha South,200000,Pomare,Pomare,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
15576,198400,Ngongotahā South,Ngongotaha South,200100,Rotorua Central,Rotorua Central,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12
15577,198400,Ngongotahā South,Ngongotaha South,200200,Hillcrest (Rotorua District),Hillcrest (Rotorua District),0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,9
15578,198400,Ngongotahā South,Ngongotaha South,200300,Victoria,Victoria,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
15579,198400,Ngongotahā South,Ngongotaha South,200401,Waiohewa,Waiohewa,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
15580,198400,Ngongotahā South,Ngongotaha South,201300,Tihiotonga-Whakarewarewa,Tihiotonga-Whakarewarewa,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,9
15581,198500,Selwyn Heights,Selwyn Heights,198500,Selwyn Heights,Selwyn Heights,18,0,9,0,21,0,0,0,0,0,51,27,0,24,0,15,0,0,0,0,0,63
15582,198500,Selwyn Heights,Selwyn Heights,198600,Pleasant Heights,Pleasant Heights,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12
15583,198500,Selwyn Heights,Selwyn Heights,198800,Kawaha,Kawaha,0,0,6,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,12
15584,198500,Selwyn Heights,Selwyn Heights,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),0,0,12,0,39,0,0,0,0,0,51,0,0,12,0,27,0,0,0,0,0,42
15585,198500,Selwyn Heights,Selwyn Heights,199800,Kuirau,Kuirau,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,15
15586,198500,Selwyn Heights,Selwyn Heights,199900,Utuhina,Utuhina,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
15587,198500,Selwyn Heights,Selwyn Heights,200000,Pomare,Pomare,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
15588,198500,Selwyn Heights,Selwyn Heights,200200,Hillcrest (Rotorua District),Hillcrest (Rotorua District),0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
15589,198500,Selwyn Heights,Selwyn Heights,200300,Victoria,Victoria,0,0,9,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,12
15590,198500,Selwyn Heights,Selwyn Heights,201300,Tihiotonga-Whakarewarewa,Tihiotonga-Whakarewarewa,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,9
15591,198600,Pleasant Heights,Pleasant Heights,198200,Ngongotahā West,Ngongotaha West,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
15592,198600,Pleasant Heights,Pleasant Heights,198500,Selwyn Heights,Selwyn Heights,0,0,12,0,0,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,0,6
15593,198600,Pleasant Heights,Pleasant Heights,198600,Pleasant Heights,Pleasant Heights,27,0,18,0,18,0,0,0,0,0,66,33,0,24,0,27,0,0,0,0,0,84
15594,198600,Pleasant Heights,Pleasant Heights,198800,Kawaha,Kawaha,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
15595,198600,Pleasant Heights,Pleasant Heights,198900,Fairy Springs,Fairy Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
15596,198600,Pleasant Heights,Pleasant Heights,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),0,0,30,0,21,0,0,0,0,0,57,0,0,36,0,42,0,0,0,0,0,84
15597,198600,Pleasant Heights,Pleasant Heights,199100,Pukehangi North,Pukehangi North,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
15598,198600,Pleasant Heights,Pleasant Heights,199300,Mangakakahi Central,Mangakakahi Central,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15
15599,198600,Pleasant Heights,Pleasant Heights,199400,Koutu,Koutu,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9
15600,198600,Pleasant Heights,Pleasant Heights,199500,Mangakakahi West,Mangakakahi West,0,0,9,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,12
15601,198600,Pleasant Heights,Pleasant Heights,199700,Fordlands,Fordlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
15602,198600,Pleasant Heights,Pleasant Heights,199800,Kuirau,Kuirau,0,0,12,0,0,0,0,0,0,0,15,0,0,18,0,0,0,0,0,0,0,30
15603,198600,Pleasant Heights,Pleasant Heights,199900,Utuhina,Utuhina,0,0,12,0,0,0,0,0,0,0,15,0,0,12,0,0,0,0,0,0,0,12
15604,198600,Pleasant Heights,Pleasant Heights,200000,Pomare,Pomare,0,15,9,0,0,0,0,0,0,0,24,0,0,9,0,0,0,0,0,0,0,18
15605,198600,Pleasant Heights,Pleasant Heights,200100,Rotorua Central,Rotorua Central,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,21
15606,198600,Pleasant Heights,Pleasant Heights,200200,Hillcrest (Rotorua District),Hillcrest (Rotorua District),0,0,9,0,0,0,0,0,0,0,12,0,0,15,0,0,0,0,0,0,0,18
15607,198600,Pleasant Heights,Pleasant Heights,200300,Victoria,Victoria,0,0,15,0,0,0,0,0,0,0,18,0,0,15,0,0,0,0,0,0,0,21
15608,198600,Pleasant Heights,Pleasant Heights,200500,Glenholme North,Glenholme North,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9
15609,198600,Pleasant Heights,Pleasant Heights,201300,Tihiotonga-Whakarewarewa,Tihiotonga-Whakarewarewa,0,15,0,0,0,0,0,0,0,0,21,0,9,0,0,0,0,0,0,0,0,15
15610,198600,Pleasant Heights,Pleasant Heights,201401,Ōwhata East,Owhata East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
15611,198700,Rotoiti-Rotoehu,Rotoiti-Rotoehu,197300,Doncaster,Doncaster,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,30
15612,198700,Rotoiti-Rotoehu,Rotoiti-Rotoehu,198700,Rotoiti-Rotoehu,Rotoiti-Rotoehu,24,0,15,0,0,6,0,0,0,0,48,48,0,9,0,6,21,0,0,0,0,87
15613,198700,Rotoiti-Rotoehu,Rotoiti-Rotoehu,199800,Kuirau,Kuirau,0,0,9,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,12
15614,198700,Rotoiti-Rotoehu,Rotoiti-Rotoehu,200000,Pomare,Pomare,0,6,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,9
15615,198700,Rotoiti-Rotoehu,Rotoiti-Rotoehu,200100,Rotorua Central,Rotorua Central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
15616,198700,Rotoiti-Rotoehu,Rotoiti-Rotoehu,200200,Hillcrest (Rotorua District),Hillcrest (Rotorua District),0,0,9,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,6
15617,198700,Rotoiti-Rotoehu,Rotoiti-Rotoehu,200401,Waiohewa,Waiohewa,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9
15618,198700,Rotoiti-Rotoehu,Rotoiti-Rotoehu,200900,Ōwhata West,Owhata West,0,0,6,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
15619,198700,Rotoiti-Rotoehu,Rotoiti-Rotoehu,201001,Holdens Bay-Rotokawa,Holdens Bay-Rotokawa,0,0,15,0,0,0,0,0,0,0,15,0,0,9,0,0,0,0,0,0,0,12
15620,198700,Rotoiti-Rotoehu,Rotoiti-Rotoehu,201300,Tihiotonga-Whakarewarewa,Tihiotonga-Whakarewarewa,0,12,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,12
15621,198700,Rotoiti-Rotoehu,Rotoiti-Rotoehu,201401,Ōwhata East,Owhata East,0,0,33,0,0,21,0,0,0,0,57,0,0,18,0,0,18,0,0,0,0,36
15622,198700,Rotoiti-Rotoehu,Rotoiti-Rotoehu,201501,Lynmore,Lynmore,0,0,9,0,0,0,0,0,0,0,9,0,0,18,0,0,0,0,0,0,0,21
15623,198800,Kawaha,Kawaha,193500,Bethlehem Central,Bethlehem Central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
15624,198800,Kawaha,Kawaha,198500,Selwyn Heights,Selwyn Heights,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
15625,198800,Kawaha,Kawaha,198600,Pleasant Heights,Pleasant Heights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
15626,198800,Kawaha,Kawaha,198800,Kawaha,Kawaha,30,0,33,0,27,0,0,0,0,0,93,33,0,27,0,15,0,0,0,0,0,75
15627,198800,Kawaha,Kawaha,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),0,0,12,0,27,0,0,0,0,0,48,0,0,24,0,9,0,0,0,0,0,39
15628,198800,Kawaha,Kawaha,199300,Mangakakahi Central,Mangakakahi Central,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
15629,198800,Kawaha,Kawaha,199400,Koutu,Koutu,0,0,0,0,0,0,0,0,0,0,6,0,0,21,0,0,0,0,0,0,0,21
15630,198800,Kawaha,Kawaha,199800,Kuirau,Kuirau,0,0,15,0,0,0,0,0,0,0,18,0,0,15,0,0,0,0,0,0,0,18
15631,198800,Kawaha,Kawaha,199900,Utuhina,Utuhina,0,0,12,0,0,0,0,0,0,0,21,0,0,21,0,0,0,0,0,0,0,27
15632,198800,Kawaha,Kawaha,200000,Pomare,Pomare,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,12
15633,198800,Kawaha,Kawaha,200100,Rotorua Central,Rotorua Central,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,18
15634,198800,Kawaha,Kawaha,200200,Hillcrest (Rotorua District),Hillcrest (Rotorua District),0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
15635,198800,Kawaha,Kawaha,200300,Victoria,Victoria,0,0,12,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,18
15636,198800,Kawaha,Kawaha,200401,Waiohewa,Waiohewa,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
15637,198800,Kawaha,Kawaha,200500,Glenholme North,Glenholme North,0,0,21,0,0,0,0,0,0,0,21,0,0,15,0,0,0,0,0,0,0,15
15638,198800,Kawaha,Kawaha,200600,Springfield South,Springfield South,0,0,12,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,6
15639,198800,Kawaha,Kawaha,201300,Tihiotonga-Whakarewarewa,Tihiotonga-Whakarewarewa,0,12,0,0,0,0,0,0,0,0,12,0,6,6,0,0,0,0,0,0,0,12
15640,198900,Fairy Springs,Fairy Springs,198500,Selwyn Heights,Selwyn Heights,0,0,15,0,12,0,0,0,0,0,30,0,0,6,0,9,0,0,0,0,0,21
15641,198900,Fairy Springs,Fairy Springs,198600,Pleasant Heights,Pleasant Heights,0,0,6,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,9
15642,198900,Fairy Springs,Fairy Springs,198800,Kawaha,Kawaha,0,0,30,0,6,0,0,0,0,0,39,0,0,21,0,0,0,0,0,0,0,24
15643,198900,Fairy Springs,Fairy Springs,198900,Fairy Springs,Fairy Springs,45,0,0,0,0,0,0,0,0,0,48,33,0,0,0,0,0,0,0,0,0,36
15644,198900,Fairy Springs,Fairy Springs,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),0,6,21,0,33,0,0,0,0,0,63,0,0,18,0,21,0,0,0,0,0,42
15645,198900,Fairy Springs,Fairy Springs,199300,Mangakakahi Central,Mangakakahi Central,0,0,6,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
15646,198900,Fairy Springs,Fairy Springs,199400,Koutu,Koutu,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,12
15647,198900,Fairy Springs,Fairy Springs,199800,Kuirau,Kuirau,0,0,9,0,0,0,0,0,0,0,18,0,0,21,0,0,0,0,0,0,0,24
15648,198900,Fairy Springs,Fairy Springs,199900,Utuhina,Utuhina,0,0,6,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,9
15649,198900,Fairy Springs,Fairy Springs,200000,Pomare,Pomare,0,12,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,12
15650,198900,Fairy Springs,Fairy Springs,200100,Rotorua Central,Rotorua Central,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
15651,198900,Fairy Springs,Fairy Springs,200200,Hillcrest (Rotorua District),Hillcrest (Rotorua District),0,0,12,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,12
15652,198900,Fairy Springs,Fairy Springs,200300,Victoria,Victoria,0,0,15,0,0,0,0,0,0,0,18,0,0,12,0,0,0,0,0,0,0,12
15653,198900,Fairy Springs,Fairy Springs,200401,Waiohewa,Waiohewa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
15654,198900,Fairy Springs,Fairy Springs,200500,Glenholme North,Glenholme North,0,0,12,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,9
15655,198900,Fairy Springs,Fairy Springs,200600,Springfield South,Springfield South,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
15656,198900,Fairy Springs,Fairy Springs,201300,Tihiotonga-Whakarewarewa,Tihiotonga-Whakarewarewa,0,12,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9
15657,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),198500,Selwyn Heights,Selwyn Heights,0,0,24,0,18,0,0,0,0,0,42,0,0,45,0,0,0,0,0,0,0,48
15658,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),198600,Pleasant Heights,Pleasant Heights,0,0,24,0,0,0,0,0,0,0,30,0,0,24,0,0,0,0,0,0,0,30
15659,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),198700,Rotoiti-Rotoehu,Rotoiti-Rotoehu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
15660,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),198800,Kawaha,Kawaha,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
15661,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),199000,Western Heights (Rotorua District),Western Heights (Rotorua District),12,0,15,0,81,0,0,0,0,0,114,42,0,15,0,63,0,0,0,0,0,123
15662,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),199100,Pukehangi North,Pukehangi North,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
15663,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),199300,Mangakakahi Central,Mangakakahi Central,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12
15664,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),199400,Koutu,Koutu,0,0,6,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,12
15665,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),199500,Mangakakahi West,Mangakakahi West,0,0,12,0,0,0,0,0,0,0,18,0,0,6,0,0,0,0,0,0,0,9
15666,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),199700,Fordlands,Fordlands,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9
15667,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),199800,Kuirau,Kuirau,0,0,6,0,0,0,0,0,0,0,12,0,0,21,0,0,0,0,0,0,0,27
15668,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),199900,Utuhina,Utuhina,0,0,9,0,0,0,0,0,0,0,9,0,0,15,0,0,0,0,0,0,0,18
15669,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),200000,Pomare,Pomare,0,15,0,0,0,0,0,0,0,0,21,0,6,15,0,0,0,0,0,0,0,21
15670,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),200100,Rotorua Central,Rotorua Central,0,0,9,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,9
15671,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),200200,Hillcrest (Rotorua District),Hillcrest (Rotorua District),0,0,24,0,0,0,0,0,0,0,24,0,0,12,0,0,0,6,0,0,0,21
15672,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),200300,Victoria,Victoria,0,0,12,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,18
15673,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),200500,Glenholme North,Glenholme North,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9
15674,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),201001,Holdens Bay-Rotokawa,Holdens Bay-Rotokawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
15675,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),201300,Tihiotonga-Whakarewarewa,Tihiotonga-Whakarewarewa,0,6,0,0,0,0,0,0,0,0,18,0,9,0,0,0,0,0,0,0,0,18
15676,199100,Pukehangi North,Pukehangi North,198500,Selwyn Heights,Selwyn Heights,0,0,6,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,6
15677,199100,Pukehangi North,Pukehangi North,198600,Pleasant Heights,Pleasant Heights,0,0,24,0,12,12,0,0,0,0,51,0,0,42,0,0,0,0,0,0,0,54
